,Unnamed: 0,City,Country,Continent,Nodes,Edges,Essential edges,Self-loops,3-paths,Triangles,4-paths,4-complete,4-star,Squares,Diamonds,Tadpoles,Population
69,69,Vancouver,Canada,North_America,29157.0,89394.0,46788.0,124.0,113248.0,1604.0,273955.0,0.0,60624.0,8392.0,208.0,7568.0,1986965.0
70,70,Toronto,Canada,North_America,,,,,,,,,,,,,4682895.0
71,71,Quebec,Canada,North_America,,,,,,,,,,,,,169080.0
72,72,New_York,USA,North_America,160457.0,427788.0,242278.0,1446.0,566206.0,8217.0,1329886.0,4.0,299404.0,38386.0,809.0,35632.0,
73,73,Los_Angeles,USA,North_America,164782.0,457928.0,234837.0,1560.0,514629.0,7820.0,1127385.0,2.0,251408.0,29526.0,1093.0,33179.0,
74,74,Chicago,USA,North_America,123336.0,344680.0,189120.0,1446.0,438487.0,6116.0,1020017.0,4.0,223761.0,30869.0,746.0,25076.0,
75,75,Houston,USA,North_America,197031.0,508183.0,276111.0,3429.0,580330.0,11633.0,1206024.0,9.0,261665.0,31447.0,1098.0,43961.0,
76,76,San_Francisco,USA,North_America,36304.0,102577.0,55849.0,301.0,132451.0,2039.0,315001.0,1.0,71146.0,9462.0,341.0,9564.0,128509.0
77,77,Boston,USA,North_America,33516.0,86320.0,48475.0,365.0,106586.0,2000.0,233106.0,0.0,51822.0,5450.0,204.0,8552.0,
78,78,Washington,USA,North_America,,,,,,,,,,,,,
79,79,Mexico_City,Mexico,North_America,,,,,,,,,,,,,
80,80,Phoenix,USA,North_America,153292.0,408897.0,210723.0,2389.0,428983.0,10003.0,854090.0,7.0,182743.0,19821.0,1217.0,37516.0,
81,81,Sydney,Australia,Australia,220955.0,558307.0,303173.0,2004.0,619128.0,12651.0,1238267.0,6.0,264977.0,24058.0,860.0,47905.0,3455110.0
82,82,Melbourne,Australia,Australia,16546.0,42521.0,25539.0,46.0,60775.0,846.0,144951.0,0.0,32885.0,4446.0,103.0,4154.0,3132900.0
83,83,Brisbane,Australia,Australia,,,,,,,,,,,,,1490475.0
84,84,Adelaide,Australia,Australia,,,,,,,,,,,,,995955.0
85,85,Canberra,Australia,Australia,,,,,,,,,,,,,336805.0
86,86,Brasilia,Brazil,South_America,,,,,,,,,,,,,2481272.0
87,87,Lima,Peru,South_America,6520.0,16572.0,9979.0,67.0,22544.0,440.0,50647.0,1.0,10906.0,1372.0,75.0,2083.0,5681941.0
88,88,Bogota,Colombia,South_America,109262.0,296718.0,166577.0,356.0,379577.0,3478.0,868113.0,2.0,186228.0,25598.0,215.0,15192.0,
89,89,Rio_de_Janeiro,Brazil,South_America,88445.0,219007.0,122472.0,542.0,254253.0,4170.0,520949.0,0.0,112309.0,12713.0,317.0,16230.0,6320446.0
90,90,Santiago,Chile,South_America,4641.0,10543.0,7272.0,16.0,17340.0,201.0,41705.0,0.0,9210.0,1233.0,15.0,880.0,132804.0
91,91,Caracas,Venezuela,South_America,22013.0,48965.0,28770.0,298.0,57412.0,1331.0,112359.0,0.0,25123.0,2233.0,120.0,5240.0,1975294.0
92,92,Buenos_Aires,Argentina,South_America,34518.0,82297.0,55966.0,102.0,140546.0,1887.0,354683.0,1.0,81167.0,11641.0,196.0,9653.0,11298030.0
93,93,Salvador,Brazil,South_America,43989.0,105326.0,58070.0,456.0,113359.0,2409.0,214192.0,1.0,45167.0,3989.0,133.0,8488.0,2674923.0
94,94,Dhaka,Bangladesh,Asia,,,,,,,,,,,,,3397187.0
95,95,Karachi,Pakistan,Asia,,,,,,,,,,,,,9339023.0
96,96,Jakarta,Indonesia,Asia,160651.0,404515.0,217003.0,744.0,430003.0,6209.0,838247.0,2.0,171667.0,17473.0,341.0,21788.0,8820603.0
97,97,Seoul,South_Korea,Asia,114249.0,318445.0,165327.0,637.0,358488.0,4665.0,771840.0,2.0,166899.0,17197.0,316.0,19182.0,9895217.0
98,98,Tehran,Iran,Asia,132116.0,288368.0,171731.0,276.0,343524.0,3296.0,676793.0,1.0,151022.0,11930.0,224.0,13312.0,7803883.0
99,99,Baghdad,Iraq,Asia,66761.0,186372.0,99094.0,137.0,210123.0,2039.0,443962.0,2.0,87771.0,12774.0,107.0,7699.0,3841268.0
100,100,Dubai,United_Arab_Emirates,Asia,105436.0,246230.0,152203.0,1647.0,313940.0,10202.0,625933.0,6.0,127819.0,14304.0,755.0,36583.0,
101,101,Singapore,Singapore,Asia,119400.0,275141.0,161705.0,2009.0,331638.0,7475.0,669346.0,2.0,147429.0,15824.0,647.0,28798.0,3866000.0
102,102,Sharjah,United_Arab_Emirates,Asia,,,,,,,,,,,,,
103,103,Kabul,Afghanistan,Asia,,,,,,,,,,,,,
104,104,Mosul,Iraq,Asia,8371.0,23339.0,12160.0,6.0,25361.0,232.0,52501.0,0.0,10423.0,1225.0,7.0,828.0,664221.0
105,105,Busan,South_Korea,Asia,38196.0,104982.0,54490.0,371.0,117384.0,1887.0,251060.0,1.0,54783.0,6312.0,157.0,7604.0,
106,106,Changwon,South_Korea,Asia,13201.0,37508.0,19533.0,70.0,43012.0,674.0,93986.0,3.0,20131.0,2598.0,83.0,2716.0,517410.0
107,107,Ulsan,South_Korea,Asia,15744.0,45042.0,22941.0,123.0,50116.0,857.0,108575.0,17.0,23509.0,2867.0,185.0,3581.0,1014428.0
108,108,Ansan,South_Korea,Asia,9086.0,24988.0,13591.0,169.0,30241.0,560.0,66792.0,0.0,14401.0,1745.0,83.0,2393.0,
109,109,Asan,South_Korea,Asia,6619.0,16820.0,9173.0,75.0,19191.0,481.0,39164.0,1.0,8692.0,855.0,69.0,1949.0,180763.0
110,110,Suncheon,South_Korea,Asia,7479.0,20535.0,10468.0,93.0,21897.0,458.0,44894.0,0.0,9714.0,1105.0,73.0,1819.0,265930.0
111,111,Mashhad,Iran,Asia,43725.0,110431.0,62587.0,92.0,134505.0,1612.0,287434.0,1.0,61730.0,7149.0,100.0,6566.0,2427316.0
112,112,Isfahan,Iran,Asia,,,,,,,,,,,,,
113,113,Zahedan,Iran,Asia,,,,,,,,,,,,,567449.0
114,114,Arak,Iran,Asia,,,,,,,,,,,,,446760.0
115,115,Ho_Chi_Minh_City,Vietnam,Asia,148014.0,350024.0,183949.0,485.0,349409.0,3403.0,652176.0,1.0,143558.0,11349.0,174.0,12563.0,
116,116,Hanoi,Vietnam,Asia,107333.0,263436.0,137789.0,352.0,267523.0,3136.0,508802.0,0.0,110083.0,9922.0,187.0,11633.0,
117,117,Vinh,Vietnam,Asia,,,,,,,,,,,,,
118,118,Hai_Duong,Vietnam,Asia,37705.0,88541.0,44865.0,36.0,81659.0,568.0,144700.0,1.0,32149.0,1828.0,26.0,2069.0,
119,119,Yen_Bai,Vietnam,Asia,6834.0,14015.0,7072.0,4.0,8045.0,52.0,9793.0,0.0,822.0,85.0,3.0,192.0,
120,120,Niigata,Japan,Asia,,,,,,,,,,,,,501431.0
121,121,Kagoshima,Japan,Asia,30385.0,87410.0,44499.0,147.0,96081.0,1340.0,206389.0,2.0,43333.0,5218.0,74.0,5029.0,552098.0
122,122,Matsumoto,Japan,Asia,17574.0,52061.0,26196.0,46.0,57286.0,843.0,124353.0,0.0,26100.0,2719.0,51.0,3319.0,208970.0
123,123,Hirosaki,Japan,Asia,15492.0,45715.0,23147.0,52.0,51763.0,652.0,114866.0,0.0,24857.0,3026.0,33.0,2589.0,177086.0
124,124,Ube,Japan,Asia,11428.0,32124.0,16330.0,90.0,34673.0,561.0,73214.0,0.0,15568.0,1810.0,37.0,2176.0,174416.0
125,125,Kasama,Japan,Asia,7372.0,21089.0,10555.0,38.0,22227.0,366.0,45946.0,0.0,9677.0,902.0,4.0,1405.0,231824.0
126,126,Chittagong,Bangladesh,Asia,,,,,,,,,,,,,1363998.0
127,127,Islamabad,Pakistan,Asia,,,,,,,,,,,,,529180.0
128,128,Gujrat,Pakistan,Asia,,,,,,,,,,,,,251792.0
129,129,Surabaya,Indonesia,Asia,57709.0,143632.0,77480.0,329.0,153445.0,2342.0,298290.0,2.0,61863.0,7114.0,169.0,8239.0,2611506.0
130,130,Medan,Indonesia,Asia,54009.0,129014.0,67122.0,206.0,126563.0,1352.0,233304.0,0.0,50869.0,3814.0,85.0,4815.0,2029797.0
131,131,Denpasar,Indonesia,Asia,29929.0,67694.0,34854.0,111.0,61983.0,543.0,105574.0,0.0,23924.0,1104.0,21.0,1810.0,574610.0
132,132,Bangkok,Thailand,Asia,,,,,,,,,,,,,6355144.0
133,133,Nonthaburi,Thailand,Asia,69899.0,153106.0,79820.0,419.0,142188.0,1681.0,237532.0,1.0,58078.0,3699.0,108.0,5845.0,816614.0
134,134,Udon_Thani,Thailand,Asia,,,,,,,,,,,,,1467158.0
135,135,Lucerne,Switzerland,Europe,5904.0,15164.0,7903.0,16.0,15657.0,283.0,30214.0,0.0,6433.0,474.0,6.0,1034.0,199202.0
136,136,Lausanne,Switzerland,Europe,12192.0,30255.0,15869.0,55.0,31262.0,486.0,60142.0,0.0,13227.0,986.0,28.0,1922.0,311441.0
137,137,Bellinzona,Switzerland,Europe,3614.0,9011.0,4606.0,9.0,8740.0,144.0,16111.0,0.0,3434.0,202.0,5.0,504.0,
138,138,Leeds,United_Kingdom,Europe,84378.0,212201.0,109582.0,630.0,214197.0,4045.0,408573.0,4.0,88731.0,6744.0,318.0,15752.0,474632.0
139,139,Bristol,United_Kingdom,Europe,34071.0,84103.0,44220.0,237.0,85335.0,1748.0,159838.0,0.0,33986.0,2590.0,201.0,6313.0,551066.0
140,140,Leicester,United_Kingdom,Europe,,,,,,,,,,,,,441213.0
141,141,York,United_Kingdom,Europe,,,,,,,,,,,,,137505.0
142,142,Liverpool,United_Kingdom,Europe,28333.0,70563.0,37222.0,294.0,73860.0,1177.0,144273.0,0.0,31353.0,2539.0,95.0,4611.0,816216.0
143,143,Manchester,United_Kingdom,Europe,33022.0,83100.0,43174.0,258.0,85276.0,1301.0,165346.0,1.0,36004.0,2954.0,116.0,5080.0,2244931.0
144,144,Basel,Switzerland,Europe,9318.0,25159.0,13916.0,47.0,31507.0,622.0,70571.0,0.0,15776.0,1676.0,78.0,2962.0,479308.0
145,145,Fribourg,Switzerland,Europe,47221.0,116122.0,58489.0,341.0,108027.0,1841.0,192084.0,0.0,41207.0,2416.0,83.0,6395.0,102114.0
146,146,Izmir,Turkey,Europe,,,,,,,,,,,,,
147,147,Bursa,Turkey,Europe,,,,,,,,,,,,,
148,148,Odessa,Ukraine,Europe,,,,,,,,,,,,,1010298.0
149,149,Donetsk,Ukraine,Europe,22233.0,63068.0,32406.0,127.0,70677.0,1215.0,152635.0,1.0,32993.0,4154.0,96.0,4956.0,
150,150,Mariupol,Ukraine,Europe,,,,,,,,,,,,,488462.0
151,151,Sevastopol,Ukraine,Europe,,,,,,,,,,,,,340190.0
152,152,Valencia,Spain,Europe,25178.0,63028.0,39235.0,86.0,91987.0,1560.0,214158.0,0.0,47430.0,5881.0,192.0,7197.0,1263888.0
153,153,Seville,Spain,Europe,22523.0,54495.0,33840.0,166.0,75788.0,1294.0,168139.0,0.0,36497.0,4403.0,85.0,5569.0,
154,154,Malaga,Spain,Europe,35932.0,88115.0,50600.0,281.0,105130.0,1870.0,215295.0,1.0,45385.0,4787.0,168.0,7351.0,
155,155,Bilbao,Spain,Europe,8370.0,20348.0,11915.0,40.0,25352.0,514.0,53213.0,0.0,11553.0,1055.0,47.0,2125.0,546043.0
156,156,Vigo,Spain,Europe,,,,,,,,,,,,,280186.0
157,157,Pamplona,Spain,Europe,8868.0,22502.0,13458.0,53.0,30317.0,509.0,67662.0,0.0,14709.0,1744.0,41.0,2233.0,
158,158,Malmo,Sweden,Europe,25575.0,72743.0,38074.0,158.0,85216.0,1258.0,189263.0,0.0,41346.0,4610.0,86.0,5387.0,
159,159,Porto,Portugal,Europe,,,,,,,,,,,,,263131.0
160,160,Braga,Portugal,Europe,,,,,,,,,,,,,117272.0
161,161,Coimbra,Portugal,Europe,,,,,,,,,,,,,101069.0
162,162,Oslo,Norway,Europe,,,,,,,,,,,,,519644.0
163,163,Bergen,Norway,Europe,40191.0,97933.0,50101.0,308.0,95207.0,1766.0,174842.0,0.0,39203.0,2467.0,129.0,6842.0,236427.0
164,164,Trondheim,Norway,Europe,38093.0,101315.0,51121.0,294.0,104089.0,1848.0,207673.0,0.0,45748.0,3640.0,104.0,7335.0,153525.0
165,165,Stavanger,Norway,Europe,,,,,,,,,,,,,111706.0
166,166,Krakow,Poland,Europe,81095.0,218176.0,112403.0,511.0,239435.0,4112.0,501814.0,2.0,113033.0,10604.0,292.0,17167.0,
167,167,Katowice,Poland,Europe,35985.0,97113.0,50481.0,239.0,108505.0,1944.0,228546.0,1.0,51459.0,4984.0,162.0,8190.0,323710.0
168,168,Subotica,Serbia,Europe,,,,,,,,,,,,,149257.0
169,169,Timisoara,Romania,Europe,10357.0,26429.0,15141.0,66.0,33075.0,564.0,71696.0,0.0,15494.0,1810.0,38.0,2269.0,317660.0
170,170,Sibiu,Romania,Europe,5424.0,14035.0,7648.0,38.0,15964.0,294.0,32659.0,1.0,6968.0,686.0,27.0,1124.0,154841.0
171,171,Bologna,Italy,Europe,18673.0,45643.0,26444.0,164.0,56888.0,1273.0,120205.0,0.0,26829.0,2675.0,114.0,5274.0,371217.0
172,172,Venice,Italy,Europe,17327.0,42523.0,23154.0,160.0,46892.0,1014.0,92105.0,0.0,20503.0,1904.0,91.0,3862.0,
173,173,Bergamo,Italy,Europe,92742.0,227182.0,122110.0,847.0,237186.0,6390.0,442253.0,2.0,94045.0,6883.0,397.0,22852.0,113143.0
174,174,Rotterdam,Netherlands,Europe,37681.0,99990.0,57563.0,289.0,132364.0,2373.0,303259.0,5.0,66645.0,8487.0,268.0,10900.0,1008390.0
175,175,Utrecht,Netherlands,Europe,22580.0,59865.0,33798.0,108.0,76128.0,1285.0,170977.0,0.0,37476.0,4550.0,151.0,5812.0,400559.0
176,176,Arnhem,Netherlands,Europe,18090.0,49512.0,27285.0,125.0,60911.0,1120.0,135323.0,0.0,29023.0,3413.0,101.0,4905.0,143055.0
177,177,Riga,Latvia,Europe,61517.0,169927.0,87095.0,444.0,189116.0,3592.0,402612.0,1.0,91306.0,8723.0,296.0,15563.0,764329.0
178,178,Daugavpils,Latvia,Europe,4751.0,13910.0,7100.0,30.0,16063.0,386.0,35612.0,0.0,8038.0,855.0,29.0,1702.0,115265.0
179,179,Almaty,Kazakhstan,Europe,,,,,,,,,,,,,1149641.0
180,180,Shymkent,Kazakhstan,Europe,16431.0,43857.0,22637.0,75.0,48455.0,550.0,103609.0,0.0,23197.0,2867.0,46.0,2284.0,
181,181,Aktau,Kazakhstan,Europe,5459.0,14409.0,7504.0,66.0,15660.0,254.0,32428.0,0.0,7109.0,789.0,25.0,989.0,168371.0
182,182,Cork,Ireland,Europe,,,,,,,,,,,,,186239.0
183,183,Galway,Ireland,Europe,9989.0,23539.0,12018.0,152.0,21611.0,396.0,37206.0,0.0,8054.0,571.0,32.0,1369.0,
184,184,Reykjavik,Iceland,Europe,26481.0,73637.0,38831.0,156.0,86007.0,1427.0,188310.0,0.0,41371.0,4565.0,63.0,5805.0,180823.0
185,185,Akureyri,Iceland,Europe,3356.0,8963.0,4712.0,35.0,9986.0,207.0,20707.0,0.0,4581.0,400.0,19.0,859.0,
186,186,Thessaloniki,Greece,Europe,,,,,,,,,,,,,385406.0
187,187,Budapest,Hungary,Europe,97019.0,264004.0,139914.0,625.0,307747.0,5848.0,669684.0,0.0,149648.0,15316.0,607.0,25986.0,2453315.0
188,188,Miskolc,Hungary,Europe,11769.0,31289.0,16228.0,65.0,33534.0,840.0,67263.0,0.0,14742.0,1410.0,66.0,3289.0,224208.0
189,189,Trier,Germany,Europe,,,,,,,,,,,,,105671.0
190,190,Wolfsburg,Germany,Europe,,,,,,,,,,,,,121954.0
191,191,Dortmund,Germany,Europe,82752.0,215344.0,110079.0,422.0,224085.0,2992.0,451073.0,0.0,99679.0,9639.0,235.0,11862.0,590213.0
192,192,Karlsruhe,Germany,Europe,41574.0,110957.0,58622.0,241.0,125082.0,2147.0,264172.0,1.0,57963.0,5868.0,159.0,9082.0,277204.0
193,193,Lyon,France,Europe,17861.0,44077.0,26201.0,114.0,58737.0,1139.0,130902.0,1.0,29450.0,3473.0,150.0,5268.0,1348422.0
194,194,Rennes,France,Europe,23642.0,60801.0,33384.0,214.0,71199.0,1454.0,149767.0,0.0,33088.0,3361.0,133.0,6365.0,272182.0
195,195,Brest,France,Europe,12157.0,31421.0,17323.0,112.0,36414.0,783.0,75139.0,0.0,15957.0,1616.0,47.0,3052.0,210058.0
196,196,Helsinki,Finland,Europe,138851.0,383972.0,197630.0,204.0,435415.0,7074.0,945043.0,0.0,214843.0,21311.0,593.0,31233.0,559523.0
197,197,Vantaa,Finland,Europe,49787.0,134494.0,69440.0,198.0,149328.0,2446.0,316278.0,0.0,71298.0,7288.0,146.0,10411.0,182965.0
198,198,Odense,Denmark,Europe,,,,,,,,,,,,,183691.0
199,199,Brno,Czech_Republic,Europe,43091.0,116645.0,60039.0,238.0,127400.0,2215.0,265365.0,0.0,59129.0,5205.0,143.0,8954.0,369559.0
200,200,Ostrava,Czech_Republic,Europe,25674.0,68948.0,35712.0,194.0,75358.0,1434.0,156201.0,0.0,34592.0,3191.0,105.0,5800.0,313088.0
201,201,Plovdiv,Bulgaria,Europe,,,,,,,,,,,,,340398.0
202,202,Graz,Austria,Europe,,,,,,,,,,,,,267475.0
203,203,Antwerp,Belgium,Europe,24999.0,64348.0,37252.0,190.0,83048.0,1574.0,183445.0,0.0,40047.0,4781.0,136.0,6763.0,
204,204,Charleroi,Belgium,Europe,10365.0,25468.0,14308.0,119.0,28884.0,646.0,56858.0,0.0,11858.0,1124.0,37.0,2373.0,200233.0
205,205,Philadelphia,USA,North_America,86403.0,227718.0,127454.0,1359.0,285036.0,4389.0,635655.0,2.0,140147.0,16727.0,508.0,17970.0,
206,206,Austin,USA,North_America,84663.0,224292.0,117482.0,1474.0,242729.0,5359.0,493912.0,2.0,106253.0,12136.0,499.0,19913.0,
207,207,Las_Vegas,USA,North_America,48369.0,123383.0,65601.0,643.0,132422.0,3066.0,261573.0,1.0,56487.0,6014.0,273.0,11375.0,
208,208,Atlanta,USA,North_America,55424.0,146087.0,74498.0,1518.0,153054.0,3102.0,312207.0,2.0,69461.0,7637.0,352.0,11928.0,
209,209,Miami,USA,North_America,21592.0,55271.0,30432.0,252.0,65276.0,1083.0,140053.0,0.0,30839.0,3079.0,65.0,4130.0,
210,210,Reno,USA,North_America,26980.0,71482.0,37692.0,341.0,80901.0,1611.0,171547.0,0.0,38732.0,4332.0,142.0,6593.0,
211,211,Salt_Lake_City,USA,North_America,35128.0,104785.0,53747.0,425.0,125619.0,1754.0,293183.0,2.0,65364.0,9380.0,164.0,7306.0,
212,212,Montreal,Canada,North_America,51289.0,138411.0,78105.0,742.0,178152.0,3435.0,404019.0,2.0,88906.0,11012.0,340.0,14553.0,3426350.0
213,213,Calgary,Canada,North_America,111870.0,314923.0,170025.0,1194.0,389312.0,8014.0,880576.0,18.0,194909.0,25141.0,784.0,34443.0,951395.0
214,214,Winnipeg,Canada,North_America,53779.0,156050.0,83104.0,1135.0,195331.0,3164.0,459290.0,1.0,101640.0,15268.0,266.0,13040.0,671275.0
215,215,Halifax,Canada,North_America,10840.0,28220.0,14675.0,166.0,29783.0,717.0,59271.0,1.0,12966.0,1192.0,61.0,2727.0,359185.0
216,216,Regina,Canada,North_America,24324.0,68830.0,35265.0,401.0,76390.0,1378.0,163783.0,0.0,35438.0,4169.0,111.0,5267.0,178225.0
217,217,Ecatepec_de_Morelos,Mexico,North_America,,,,,,,,,,,,,
218,218,Monterrey,Mexico,North_America,37127.0,94977.0,55101.0,275.0,121315.0,1772.0,267008.0,1.0,56796.0,8059.0,119.0,6921.0,3412476.0
219,219,Darwin,Australia,Australia,,,,,,,,,,,,,87662.0
220,220,Xiamen,China,Asia,,,,,,,,,,,,,2053070.0
221,221,Nanjing,China,Asia,30897.0,77687.0,44786.0,185.0,98800.0,1520.0,217126.0,1.0,48028.0,5565.0,133.0,6323.0,3624234.0
222,222,Xining,China,Asia,,,,,,,,,,,,,854466.0
223,223,Fortaleza,Brazil,South_America,46278.0,121814.0,70082.0,185.0,159594.0,1623.0,365075.0,1.0,78636.0,10947.0,106.0,6796.0,2452185.0
224,224,Belem,Brazil,South_America,,,,,,,,,,,,,
225,225,Sao_Luis,Brazil,South_America,27402.0,72016.0,39556.0,146.0,84457.0,1312.0,179180.0,0.0,37629.0,4812.0,98.0,5056.0,
